disp(nameNet)
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|      62 |       34000 |       02:59:26 |       66.35% |       1.0104 |          0.0010 |
|      62 |       34050 |       02:59:41 |       64.52% |       1.0226 |          0.0010 |
|      62 |       34100 |       02:59:57 |       66.38% |       0.9847 |          0.0010 |
|      62 |       34150 |       03:00:12 |       65.64% |       1.0310 |          0.0010 |
|      63 |       34200 |       03:00:28 |       66.20% |       0.9897 |          0.0010 |
|      63 |       34250 |       03:00:43 |       67.87% |       0.9792 |          0.0010 |
|      63 |       34300 |       03:00:58 |       69.07% |       0.9299 |          0.0010 |
|      63 |       34350 |       03:01:14 |       65.51% |       1.0142 |          0.0010 |
|      63 |       34400 |       03:01:29 |       66.11% |       0.9949 |          0.0010 |
|      63 |       34450 |       03:01:45 |       67.61% |       0.9882 |          0.0010 |
|      63 |       34500 |       03:02:00 |       65.63% |       1.0250 |          0.0010 |
|      63 |       34550 |       03:02:16 |       65.38% |       1.0114 |          0.0010 |
|      63 |       34600 |       03:02:31 |       64.81% |       1.0292 |          0.0010 |
|      63 |       34650 |       03:02:47 |       67.66% |       0.9803 |          0.0010 |
|      63 |       34700 |       03:03:02 |       62.09% |       1.0906 |          0.0010 |
|      64 |       34750 |       03:03:18 |       68.61% |       0.9450 |          0.0010 |
|      64 |       34800 |       03:03:33 |       65.79% |       1.0007 |          0.0010 |
|      64 |       34850 |       03:03:49 |       65.38% |       1.0171 |          0.0010 |
|      64 |       34900 |       03:04:04 |       67.33% |       0.9605 |          0.0010 |
|      64 |       34950 |       03:04:20 |       65.05% |       1.0181 |          0.0010 |
|      64 |       35000 |       03:04:35 |       65.78% |       1.0307 |          0.0010 |
|      64 |       35050 |       03:04:51 |       61.83% |       1.1238 |          0.0010 |
|      64 |       35100 |       03:05:06 |       66.68% |       0.9832 |          0.0010 |
|      64 |       35150 |       03:05:21 |       67.64% |       0.9899 |          0.0010 |
|      64 |       35200 |       03:05:37 |       66.83% |       0.9862 |          0.0010 |
|      64 |       35250 |       03:05:52 |       66.30% |       1.0099 |          0.0010 |
|      65 |       35300 |       03:06:08 |       65.73% |       1.0169 |          0.0010 |
|      65 |       35350 |       03:06:23 |       65.61% |       1.0335 |          0.0010 |
|      65 |       35400 |       03:06:39 |       64.27% |       1.0603 |          0.0010 |
|      65 |       35450 |       03:06:54 |       64.26% |       1.0376 |          0.0010 |
|      65 |       35500 |       03:07:10 |       63.77% |       1.0779 |          0.0010 |
|      65 |       35550 |       03:07:25 |       63.86% |       1.0556 |          0.0010 |
|      65 |       35600 |       03:07:41 |       64.08% |       1.0717 |          0.0010 |
|      65 |       35650 |       03:07:56 |       64.17% |       1.0600 |          0.0010 |
|      65 |       35700 |       03:08:12 |       63.78% |       1.0502 |          0.0010 |
|      65 |       35750 |       03:08:27 |       65.73% |       1.0323 |          0.0010 |
|      65 |       35800 |       03:08:43 |       64.40% |       1.0307 |          0.0010 |
|      66 |       35850 |       03:08:58 |       67.07% |       0.9953 |          0.0010 |
|      66 |       35900 |       03:09:14 |       64.34% |       1.0440 |          0.0010 |
|      66 |       35950 |       03:09:29 |       69.51% |       0.9109 |          0.0010 |
|      66 |       36000 |       03:09:45 |       65.72% |       1.0038 |          0.0010 |
|      66 |       36050 |       03:10:00 |       66.14% |       1.0011 |          0.0010 |
|      66 |       36100 |       03:10:16 |       65.30% |       1.0207 |          0.0010 |
|      66 |       36150 |       03:10:31 |       66.54% |       1.0096 |          0.0010 |
|      66 |       36200 |       03:10:46 |       66.38% |       1.0080 |          0.0010 |
|      66 |       36250 |       03:11:02 |       65.62% |       1.0406 |          0.0010 |
|      66 |       36300 |       03:11:20 |       69.65% |       0.9390 |          0.0010 |
|      66 |       36350 |       03:11:39 |       67.44% |       0.9441 |          0.0010 |
|      67 |       36400 |       03:11:56 |       67.48% |       0.9669 |          0.0010 |
|      67 |       36450 |       03:12:11 |       63.06% |       1.0976 |          0.0010 |
|      67 |       36500 |       03:12:26 |       62.70% |       1.0465 |          0.0010 |
|      67 |       36550 |       03:12:42 |       64.45% |       1.0168 |          0.0010 |
|      67 |       36600 |       03:12:57 |       67.25% |       0.9800 |          0.0010 |
|      67 |       36650 |       03:13:13 |       68.84% |       0.9457 |          0.0010 |
|      67 |       36700 |       03:13:28 |       64.17% |       1.0803 |          0.0010 |
|      67 |       36750 |       03:13:44 |       64.31% |       1.0634 |          0.0010 |
|      67 |       36800 |       03:13:59 |       66.26% |       1.0054 |          0.0010 |
|      67 |       36850 |       03:14:15 |       67.23% |       0.9783 |          0.0010 |
|      67 |       36900 |       03:14:30 |       63.52% |       1.0754 |          0.0010 |
|      68 |       36950 |       03:14:46 |       65.81% |       1.0426 |          0.0010 |
|      68 |       37000 |       03:15:01 |       67.88% |       0.9448 |          0.0010 |
|      68 |       37050 |       03:15:17 |       70.03% |       0.9287 |          0.0010 |
|      68 |       37100 |       03:15:32 |       64.50% |       1.0188 |          0.0010 |
|      68 |       37150 |       03:15:48 |       67.53% |       0.9886 |          0.0010 |
|      68 |       37200 |       03:16:03 |       68.25% |       0.9707 |          0.0010 |
|      68 |       37250 |       03:16:19 |       69.56% |       0.9250 |          0.0010 |
|      68 |       37300 |       03:16:34 |       63.44% |       1.0671 |          0.0010 |
|      68 |       37350 |       03:16:50 |       64.13% |       1.0519 |          0.0010 |
|      68 |       37400 |       03:17:05 |       67.32% |       0.9785 |          0.0010 |
|      68 |       37450 |       03:17:21 |       63.14% |       1.0759 |          0.0010 |
|      69 |       37500 |       03:17:36 |       69.41% |       0.8923 |          0.0010 |
|      69 |       37550 |       03:17:52 |       68.77% |       0.9161 |          0.0010 |
|      69 |       37600 |       03:18:07 |       65.51% |       0.9989 |          0.0010 |
|      69 |       37650 |       03:18:23 |       69.37% |       0.9306 |          0.0010 |
|      69 |       37700 |       03:18:38 |       61.27% |       1.1538 |          0.0010 |
|      69 |       37750 |       03:18:54 |       67.20% |       0.9985 |          0.0010 |
|      69 |       37800 |       03:19:09 |       63.33% |       1.0701 |          0.0010 |
|      69 |       37850 |       03:19:25 |       65.26% |       1.0509 |          0.0010 |
|      69 |       37900 |       03:19:40 |       66.96% |       1.0272 |          0.0010 |
|      69 |       37950 |       03:19:56 |       63.20% |       1.0468 |          0.0010 |
|      69 |       38000 |       03:20:11 |       68.85% |       0.9526 |          0.0010 |
|      70 |       38050 |       03:20:27 |       68.14% |       0.9508 |          0.0010 |
|      70 |       38100 |       03:20:42 |       65.26% |       1.0186 |          0.0010 |
|      70 |       38150 |       03:20:58 |       67.48% |       0.9854 |          0.0010 |
|      70 |       38200 |       03:21:13 |       67.23% |       0.9865 |          0.0010 |
|      70 |       38250 |       03:21:28 |       64.38% |       1.0718 |          0.0010 |
|      70 |       38300 |       03:21:44 |       64.90% |       1.0317 |          0.0010 |
|      70 |       38350 |       03:21:59 |       68.12% |       0.9687 |          0.0010 |
|      70 |       38400 |       03:22:15 |       65.02% |       1.0177 |          0.0010 |
|      70 |       38450 |       03:22:30 |       67.46% |       0.9824 |          0.0010 |
|      70 |       38500 |       03:22:46 |       68.66% |       0.9383 |          0.0010 |
|      70 |       38550 |       03:23:01 |       66.91% |       0.9634 |          0.0010 |
|      71 |       38600 |       03:23:17 |       64.74% |       1.0200 |          0.0010 |
|      71 |       38650 |       03:23:32 |       67.25% |       0.9856 |          0.0010 |
|      71 |       38700 |       03:23:48 |       67.61% |       0.9647 |          0.0010 |
|      71 |       38750 |       03:24:03 |       68.29% |       0.9713 |          0.0010 |
|      71 |       38800 |       03:24:19 |       68.27% |       0.9604 |          0.0010 |
|      71 |       38850 |       03:24:34 |       66.24% |       0.9913 |          0.0010 |
|      71 |       38900 |       03:24:50 |       64.74% |       1.0335 |          0.0010 |
|      71 |       38950 |       03:25:05 |       63.07% |       1.0566 |          0.0010 |
|      71 |       39000 |       03:25:20 |       69.62% |       0.9371 |          0.0010 |
|      71 |       39050 |       03:25:36 |       67.97% |       0.9572 |          0.0010 |
|      71 |       39100 |       03:25:51 |       65.54% |       1.0410 |          0.0010 |
|      72 |       39150 |       03:26:07 |       67.44% |       0.9552 |          0.0010 |
|      72 |       39200 |       03:26:26 |       66.53% |       0.9828 |          0.0010 |
|      72 |       39250 |       03:26:45 |       67.99% |       0.9710 |          0.0010 |
|      72 |       39300 |       03:27:00 |       65.83% |       1.0140 |          0.0010 |
|      72 |       39350 |       03:27:16 |       67.14% |       0.9650 |          0.0010 |
|      72 |       39400 |       03:27:31 |       62.93% |       1.0791 |          0.0010 |
|      72 |       39450 |       03:27:47 |       70.68% |       0.8918 |          0.0010 |
|      72 |       39500 |       03:28:02 |       69.52% |       0.9097 |          0.0010 |
|      72 |       39550 |       03:28:18 |       64.58% |       1.0436 |          0.0010 |
|      72 |       39600 |       03:28:33 |       68.14% |       0.9547 |          0.0010 |
|      72 |       39650 |       03:28:49 |       69.65% |       0.9046 |          0.0010 |
|      73 |       39700 |       03:29:04 |       66.01% |       0.9648 |          0.0010 |
|      73 |       39750 |       03:29:19 |       69.64% |       0.9169 |          0.0010 |
|      73 |       39800 |       03:29:35 |       71.17% |       0.8897 |          0.0010 |
|      73 |       39850 |       03:29:50 |       65.32% |       1.0390 |          0.0010 |
|      73 |       39900 |       03:30:06 |       67.01% |       0.9928 |          0.0010 |
|      73 |       39950 |       03:30:21 |       64.32% |       1.0547 |          0.0010 |
|      73 |       40000 |       03:30:37 |       63.85% |       1.0373 |          0.0010 |
|      73 |       40050 |       03:30:52 |       67.67% |       0.9598 |          0.0010 |
|      73 |       40100 |       03:31:08 |       65.81% |       1.0313 |          0.0010 |
|      73 |       40150 |       03:31:23 |       68.79% |       0.9357 |          0.0010 |
|      73 |       40200 |       03:31:38 |       69.21% |       0.9248 |          0.0010 |
|      74 |       40250 |       03:31:54 |       64.99% |       1.0314 |          0.0010 |
|      74 |       40300 |       03:32:09 |       66.91% |       0.9745 |          0.0010 |
|      74 |       40350 |       03:32:25 |       68.73% |       0.9486 |          0.0010 |
|      74 |       40400 |       03:32:40 |       67.19% |       0.9977 |          0.0010 |
|      74 |       40450 |       03:32:56 |       64.76% |       1.0235 |          0.0010 |
|      74 |       40500 |       03:33:12 |       66.31% |       1.0028 |          0.0010 |
|      74 |       40550 |       03:33:29 |       66.55% |       0.9981 |          0.0010 |
|      74 |       40600 |       03:33:44 |       68.57% |       0.9385 |          0.0010 |
|      74 |       40650 |       03:34:00 |       64.35% |       1.0193 |          0.0010 |
|      74 |       40700 |       03:34:15 |       69.58% |       0.9126 |          0.0010 |
|      74 |       40750 |       03:34:31 |       62.06% |       1.1094 |          0.0010 |
|      75 |       40800 |       03:34:46 |       69.30% |       0.9443 |          0.0010 |
|      75 |       40850 |       03:35:02 |       66.84% |       1.0083 |          0.0010 |
|      75 |       40900 |       03:35:17 |       62.23% |       1.1094 |          0.0010 |
|      75 |       40950 |       03:35:33 |       65.71% |       1.0074 |          0.0010 |
|      75 |       41000 |       03:35:48 |       65.59% |       0.9983 |          0.0010 |
|      75 |       41050 |       03:36:04 |       68.60% |       0.9183 |          0.0010 |
|      75 |       41100 |       03:36:19 |       67.54% |       0.9773 |          0.0010 |
|      75 |       41150 |       03:36:34 |       65.49% |       1.0292 |          0.0010 |
|      75 |       41200 |       03:36:50 |       65.23% |       1.0154 |          0.0010 |
|      75 |       41250 |       03:37:05 |       68.40% |       0.9367 |          0.0010 |
|      75 |       41300 |       03:37:21 |       68.22% |       0.9503 |          0.0010 |
|      76 |       41350 |       03:37:36 |       65.04% |       1.0235 |          0.0010 |
|      76 |       41400 |       03:37:52 |       69.99% |       0.9060 |          0.0010 |
|      76 |       41450 |       03:38:07 |       70.74% |       0.8840 |          0.0010 |
|      76 |       41500 |       03:38:23 |       67.99% |       0.9728 |          0.0010 |
|      76 |       41550 |       03:38:38 |       63.83% |       1.0293 |          0.0010 |
|      76 |       41600 |       03:38:54 |       65.06% |       1.0172 |          0.0010 |
|      76 |       41650 |       03:39:09 |       65.60% |       1.0295 |          0.0010 |
|      76 |       41700 |       03:39:25 |       67.13% |       0.9827 |          0.0010 |
|      76 |       41750 |       03:39:40 |       62.49% |       1.0440 |          0.0010 |
|      76 |       41800 |       03:39:56 |       68.57% |       0.9483 |          0.0010 |
|      76 |       41850 |       03:40:11 |       63.16% |       1.0526 |          0.0010 |
|      77 |       41900 |       03:40:27 |       68.98% |       0.9680 |          0.0010 |
|      77 |       41950 |       03:40:42 |       68.53% |       0.9437 |          0.0010 |
|      77 |       42000 |       03:40:58 |       67.28% |       0.9929 |          0.0010 |
|      77 |       42050 |       03:41:14 |       68.06% |       0.9531 |          0.0010 |
|      77 |       42100 |       03:41:34 |       61.22% |       1.1239 |          0.0010 |
|      77 |       42150 |       03:41:51 |       67.20% |       0.9708 |          0.0010 |
|      77 |       42200 |       03:42:07 |       65.37% |       1.0317 |          0.0010 |
|      77 |       42250 |       03:42:22 |       66.02% |       0.9907 |          0.0010 |
|      77 |       42300 |       03:42:38 |       68.07% |       0.9570 |          0.0010 |
|      77 |       42350 |       03:42:53 |       67.19% |       1.0105 |          0.0010 |
|      77 |       42400 |       03:43:09 |       67.00% |       0.9914 |          0.0010 |
|      78 |       42450 |       03:43:24 |       65.93% |       1.0019 |          0.0010 |
|      78 |       42500 |       03:43:40 |       68.81% |       0.9384 |          0.0010 |
|      78 |       42550 |       03:43:55 |       67.86% |       0.9489 |          0.0010 |
|      78 |       42600 |       03:44:11 |       64.79% |       1.0324 |          0.0010 |
|      78 |       42650 |       03:44:26 |       68.25% |       0.9823 |          0.0010 |
|      78 |       42700 |       03:44:42 |       64.16% |       1.0443 |          0.0010 |
|      78 |       42750 |       03:44:57 |       63.40% |       1.0634 |          0.0010 |
|      78 |       42800 |       03:45:13 |       68.05% |       0.9779 |          0.0010 |
|      78 |       42850 |       03:45:28 |       68.33% |       0.9743 |          0.0010 |
|      78 |       42900 |       03:45:44 |       70.35% |       0.8662 |          0.0010 |
|      78 |       42950 |       03:45:59 |       70.89% |       0.8727 |          0.0010 |
|      79 |       43000 |       03:46:15 |       67.62% |       0.9618 |          0.0010 |
|      79 |       43050 |       03:46:30 |       66.55% |       1.0115 |          0.0010 |
|      79 |       43100 |       03:46:46 |       65.63% |       0.9869 |          0.0010 |
|      79 |       43150 |       03:47:01 |       69.04% |       0.9285 |          0.0010 |
|      79 |       43200 |       03:47:16 |       65.01% |       1.0155 |          0.0010 |
|      79 |       43250 |       03:47:32 |       66.67% |       0.9728 |          0.0010 |
|      79 |       43300 |       03:47:47 |       70.55% |       0.8691 |          0.0010 |
|      79 |       43350 |       03:48:03 |       62.91% |       1.0872 |          0.0010 |
|      79 |       43400 |       03:48:18 |       66.56% |       0.9771 |          0.0010 |
|      79 |       43450 |       03:48:34 |       61.69% |       1.1045 |          0.0010 |
|      79 |       43500 |       03:48:49 |       66.65% |       0.9847 |          0.0010 |
|      80 |       43550 |       03:49:05 |       66.72% |       0.9924 |          0.0010 |
|      80 |       43600 |       03:49:20 |       68.72% |       0.9369 |          0.0010 |
|      80 |       43650 |       03:49:36 |       67.55% |       0.9530 |          0.0010 |
|      80 |       43700 |       03:49:51 |       66.91% |       1.0060 |          0.0010 |
|      80 |       43750 |       03:50:07 |       66.42% |       0.9983 |          0.0010 |
|      80 |       43800 |       03:50:22 |       69.95% |       0.9295 |          0.0010 |
|      80 |       43850 |       03:50:38 |       66.07% |       1.0127 |          0.0010 |
|      80 |       43900 |       03:50:53 |       66.93% |       1.0268 |          0.0010 |
|      80 |       43950 |       03:51:09 |       66.12% |       0.9922 |          0.0010 |
|      80 |       44000 |       03:51:24 |       66.69% |       0.9408 |          0.0010 |
|      80 |       44050 |       03:51:40 |       65.28% |       1.0339 |          0.0010 |
|      81 |       44100 |       03:51:55 |       64.10% |       1.0514 |          0.0010 |
|      81 |       44150 |       03:52:11 |       65.12% |       1.0153 |          0.0010 |
|      81 |       44200 |       03:52:26 |       68.84% |       0.9292 |          0.0010 |
|      81 |       44250 |       03:52:42 |       66.78% |       1.0078 |          0.0010 |
|      81 |       44300 |       03:52:57 |       66.24% |       1.0207 |          0.0010 |
|      81 |       44350 |       03:53:13 |       69.64% |       0.9048 |          0.0010 |
|      81 |       44400 |       03:53:28 |       66.01% |       1.0150 |          0.0010 |
|      81 |       44450 |       03:53:44 |       65.29% |       1.0046 |          0.0010 |
|      81 |       44500 |       03:53:59 |       64.17% |       1.0493 |          0.0010 |
|      81 |       44550 |       03:54:15 |       67.09% |       0.9694 |          0.0010 |
|      81 |       44600 |       03:54:30 |       68.07% |       0.9420 |          0.0010 |
|      82 |       44650 |       03:54:46 |       64.35% |       1.0617 |          0.0010 |
|      82 |       44700 |       03:55:01 |       68.39% |       0.9396 |          0.0010 |
|      82 |       44750 |       03:55:17 |       68.47% |       0.9625 |          0.0010 |
|      82 |       44800 |       03:55:32 |       63.87% |       1.0503 |          0.0010 |
|      82 |       44850 |       03:55:48 |       66.48% |       1.0054 |          0.0010 |
|      82 |       44900 |       03:56:03 |       64.03% |       1.0518 |          0.0010 |
|      82 |       44950 |       03:56:21 |       66.00% |       0.9860 |          0.0010 |
|      82 |       45000 |       03:56:40 |       64.65% |       1.0052 |          0.0010 |
|      82 |       45050 |       03:56:57 |       70.08% |       0.9148 |          0.0010 |
|      82 |       45100 |       03:57:12 |       67.74% |       0.9574 |          0.0010 |
|      82 |       45150 |       03:57:28 |       64.34% |       1.0420 |          0.0010 |
|      83 |       45200 |       03:57:44 |       65.43% |       0.9992 |          0.0010 |
|      83 |       45250 |       03:57:59 |       64.25% |       1.0276 |          0.0010 |
|      83 |       45300 |       03:58:15 |       67.08% |       0.9529 |          0.0010 |
|      83 |       45350 |       03:58:30 |       64.31% |       1.0606 |          0.0010 |
|      83 |       45400 |       03:58:46 |       68.11% |       0.9863 |          0.0010 |
|      83 |       45450 |       03:59:01 |       65.90% |       1.0095 |          0.0010 |
|      83 |       45500 |       03:59:17 |       70.77% |       0.8762 |          0.0010 |
|      83 |       45550 |       03:59:32 |       65.55% |       1.0132 |          0.0010 |
|      83 |       45600 |       03:59:48 |       65.24% |       1.0138 |          0.0010 |
|      83 |       45650 |       04:00:03 |       65.24% |       1.0370 |          0.0010 |
|      83 |       45700 |       04:00:19 |       64.83% |       1.0422 |          0.0010 |
|      84 |       45750 |       04:00:34 |       65.26% |       1.0324 |          0.0010 |
|      84 |       45800 |       04:00:50 |       65.88% |       0.9897 |          0.0010 |
|      84 |       45850 |       04:01:05 |       66.30% |       0.9853 |          0.0010 |
|      84 |       45900 |       04:01:20 |       69.80% |       0.9019 |          0.0010 |
|      84 |       45950 |       04:01:36 |       69.62% |       0.9207 |          0.0010 |
|      84 |       46000 |       04:01:51 |       69.50% |       0.9156 |          0.0010 |
|      84 |       46050 |       04:02:07 |       69.19% |       0.9284 |          0.0010 |
|      84 |       46100 |       04:02:22 |       67.61% |       0.9573 |          0.0010 |
|      84 |       46150 |       04:02:38 |       63.75% |       1.0505 |          0.0010 |
|      84 |       46200 |       04:02:53 |       66.19% |       0.9968 |          0.0010 |
|      84 |       46250 |       04:03:09 |       68.09% |       0.9572 |          0.0010 |
|      85 |       46300 |       04:03:24 |       68.33% |       0.9392 |          0.0010 |
|      85 |       46350 |       04:03:40 |       67.36% |       0.9833 |          0.0010 |
|      85 |       46400 |       04:03:55 |       66.89% |       0.9889 |          0.0010 |
|      85 |       46450 |       04:04:11 |       65.81% |       0.9767 |          0.0010 |
|      85 |       46500 |       04:04:26 |       64.16% |       1.0507 |          0.0010 |
|      85 |       46550 |       04:04:42 |       68.53% |       0.9449 |          0.0010 |
|      85 |       46600 |       04:04:57 |       67.19% |       0.9897 |          0.0010 |
|      85 |       46650 |       04:05:13 |       65.16% |       1.0376 |          0.0010 |
|      85 |       46700 |       04:05:28 |       68.81% |       0.9287 |          0.0010 |
|      85 |       46750 |       04:05:44 |       67.35% |       0.9625 |          0.0010 |
|      85 |       46800 |       04:05:59 |       65.99% |       1.0231 |          0.0010 |
|      86 |       46850 |       04:06:15 |       70.60% |       0.8803 |          0.0010 |
|      86 |       46900 |       04:06:30 |       69.79% |       0.9353 |          0.0010 |
|      86 |       46950 |       04:06:46 |       70.00% |       0.9005 |          0.0010 |
|      86 |       47000 |       04:07:01 |       67.86% |       0.9211 |          0.0010 |
|      86 |       47050 |       04:07:16 |       62.88% |       1.0900 |          0.0010 |
|      86 |       47100 |       04:07:32 |       64.47% |       1.0292 |          0.0010 |
|      86 |       47150 |       04:07:48 |       65.72% |       1.0228 |          0.0010 |
|      86 |       47200 |       04:08:03 |       64.98% |       1.0354 |          0.0010 |
|      86 |       47250 |       04:08:19 |       66.97% |       0.9455 |          0.0010 |
|      86 |       47300 |       04:08:34 |       67.02% |       0.9868 |          0.0010 |
|      86 |       47350 |       04:08:50 |       66.44% |       0.9717 |          0.0010 |
|      87 |       47400 |       04:09:05 |       66.05% |       1.0135 |          0.0010 |
|      87 |       47450 |       04:09:20 |       67.00% |       0.9857 |          0.0010 |
|      87 |       47500 |       04:09:36 |       71.56% |       0.8565 |          0.0010 |
|      87 |       47550 |       04:09:51 |       64.79% |       1.0103 |          0.0010 |
|      87 |       47600 |       04:10:07 |       64.98% |       1.0131 |          0.0010 |
|      87 |       47650 |       04:10:22 |       67.14% |       0.9789 |          0.0010 |
|      87 |       47700 |       04:10:38 |       66.21% |       0.9429 |          0.0010 |
|      87 |       47750 |       04:10:53 |       68.63% |       0.9283 |          0.0010 |
|      87 |       47800 |       04:11:09 |       63.46% |       1.0789 |          0.0010 |
|      87 |       47850 |       04:11:28 |       64.94% |       1.0092 |          0.0010 |
|      87 |       47900 |       04:11:47 |       69.70% |       0.9027 |          0.0010 |
|      88 |       47950 |       04:12:02 |       65.62% |       1.0387 |          0.0010 |
|      88 |       48000 |       04:12:18 |       68.02% |       0.9485 |          0.0010 |
|      88 |       48050 |       04:12:33 |       67.03% |       0.9798 |          0.0010 |
|      88 |       48100 |       04:12:49 |       69.02% |       0.9310 |          0.0010 |
|      88 |       48150 |       04:13:04 |       66.29% |       1.0318 |          0.0010 |
|      88 |       48200 |       04:13:20 |       71.83% |       0.8518 |          0.0010 |
|      88 |       48250 |       04:13:35 |       69.69% |       0.9528 |          0.0010 |
|      88 |       48300 |       04:13:51 |       66.33% |       0.9897 |          0.0010 |
|      88 |       48350 |       04:14:06 |       67.59% |       0.9939 |          0.0010 |
|      88 |       48400 |       04:14:21 |       69.83% |       0.9063 |          0.0010 |
|      88 |       48450 |       04:14:37 |       70.03% |       0.9110 |          0.0010 |
|      89 |       48500 |       04:14:52 |       68.60% |       0.9259 |          0.0010 |
|      89 |       48550 |       04:15:08 |       65.42% |       0.9817 |          0.0010 |
|      89 |       48600 |       04:15:24 |       64.76% |       1.0251 |          0.0010 |
|      89 |       48650 |       04:15:39 |       69.25% |       0.9171 |          0.0010 |
|      89 |       48700 |       04:15:55 |       68.44% |       0.9530 |          0.0010 |
|      89 |       48750 |       04:16:10 |       73.42% |       0.8303 |          0.0010 |
|      89 |       48800 |       04:16:25 |       67.00% |       0.9658 |          0.0010 |
|      89 |       48850 |       04:16:41 |       64.35% |       1.0111 |          0.0010 |
|      89 |       48900 |       04:16:56 |       68.37% |       0.9623 |          0.0010 |
|      89 |       48950 |       04:17:12 |       69.58% |       0.9341 |          0.0010 |
|      89 |       49000 |       04:17:27 |       66.42% |       1.0160 |          0.0010 |
|      90 |       49050 |       04:17:43 |       67.41% |       0.9429 |          0.0010 |
|      90 |       49100 |       04:17:58 |       66.32% |       0.9933 |          0.0010 |
|      90 |       49150 |       04:18:14 |       67.43% |       0.9415 |          0.0010 |
|      90 |       49200 |       04:18:29 |       64.39% |       1.0428 |          0.0010 |
|      90 |       49250 |       04:18:45 |       65.57% |       1.0164 |          0.0010 |
|      90 |       49300 |       04:19:00 |       67.73% |       0.9656 |          0.0010 |
|      90 |       49350 |       04:19:16 |       68.15% |       0.9687 |          0.0010 |
|      90 |       49400 |       04:19:31 |       66.81% |       0.9827 |          0.0010 |
|      90 |       49450 |       04:19:47 |       64.04% |       1.0451 |          0.0010 |
|      90 |       49500 |       04:20:02 |       67.08% |       0.9854 |          0.0010 |
|      90 |       49550 |       04:20:18 |       66.62% |       1.0037 |          0.0010 |
|      91 |       49600 |       04:20:33 |       71.82% |       0.8509 |          0.0010 |
|      91 |       49650 |       04:20:49 |       71.16% |       0.8988 |          0.0010 |
|      91 |       49700 |       04:21:04 |       68.63% |       0.9142 |          0.0010 |
|      91 |       49750 |       04:21:19 |       68.58% |       0.9391 |          0.0010 |
|      91 |       49800 |       04:21:35 |       69.93% |       0.9055 |          0.0010 |
|      91 |       49850 |       04:21:50 |       71.39% |       0.8734 |          0.0010 |
|      91 |       49900 |       04:22:06 |       67.67% |       0.9603 |          0.0010 |
|      91 |       49950 |       04:22:21 |       67.52% |       0.9713 |          0.0010 |
|      91 |       50000 |       04:22:37 |       69.15% |       0.9170 |          0.0010 |
|      91 |       50050 |       04:22:52 |       64.44% |       1.0609 |          0.0010 |
|      91 |       50100 |       04:23:08 |       68.75% |       0.9459 |          0.0010 |
|      92 |       50150 |       04:23:23 |       66.95% |       0.9832 |          0.0010 |
|      92 |       50200 |       04:23:39 |       69.27% |       0.9152 |          0.0010 |
|      92 |       50250 |       04:23:54 |       67.41% |       0.9911 |          0.0010 |
|      92 |       50300 |       04:24:10 |       65.85% |       1.0123 |          0.0010 |
|      92 |       50350 |       04:24:25 |       69.39% |       0.9256 |          0.0010 |
|      92 |       50400 |       04:24:41 |       65.06% |       1.0417 |          0.0010 |
|      92 |       50450 |       04:24:56 |       69.37% |       0.9427 |          0.0010 |
|      92 |       50500 |       04:25:11 |       67.98% |       0.9901 |          0.0010 |
|      92 |       50550 |       04:25:27 |       72.71% |       0.8504 |          0.0010 |
|      92 |       50600 |       04:25:42 |       67.74% |       0.9478 |          0.0010 |
|      92 |       50650 |       04:25:58 |       67.79% |       0.9645 |          0.0010 |
|      93 |       50700 |       04:26:15 |       71.06% |       0.8629 |          0.0010 |
|      93 |       50750 |       04:26:34 |       69.90% |       0.8796 |          0.0010 |
|      93 |       50800 |       04:26:51 |       67.33% |       0.9715 |          0.0010 |
|      93 |       50850 |       04:27:07 |       68.51% |       0.9682 |          0.0010 |
|      93 |       50900 |       04:27:22 |       63.22% |       1.0681 |          0.0010 |
|      93 |       50950 |       04:27:38 |       65.96% |       1.0228 |          0.0010 |
|      93 |       51000 |       04:27:53 |       65.00% |       1.0246 |          0.0010 |
|      93 |       51050 |       04:28:09 |       71.16% |       0.8774 |          0.0010 |
|      93 |       51100 |       04:28:24 |       69.53% |       0.9051 |          0.0010 |
|      93 |       51150 |       04:28:40 |       68.02% |       0.9618 |          0.0010 |
|      93 |       51200 |       04:28:55 |       67.21% |       0.9780 |          0.0010 |
|      94 |       51250 |       04:29:11 |       68.53% |       0.9362 |          0.0010 |
|      94 |       51300 |       04:29:26 |       67.25% |       0.9734 |          0.0010 |
|      94 |       51350 |       04:29:42 |       70.09% |       0.8979 |          0.0010 |
|      94 |       51400 |       04:29:57 |       68.07% |       0.9451 |          0.0010 |
|      94 |       51450 |       04:30:13 |       67.69% |       0.9565 |          0.0010 |
|      94 |       51500 |       04:30:28 |       59.72% |       1.1710 |          0.0010 |
|      94 |       51550 |       04:30:43 |       69.72% |       0.9150 |          0.0010 |
|      94 |       51600 |       04:30:59 |       67.42% |       0.9892 |          0.0010 |
