disp(nameNet)
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|      76 |        3400 |       00:16:59 |       86.22% |       0.3853 |          0.0010 |
|      77 |        3450 |       00:17:13 |       86.12% |       0.3825 |          0.0010 |
|      78 |        3500 |       00:17:28 |       85.71% |       0.4051 |          0.0010 |
|      79 |        3550 |       00:17:43 |       86.67% |       0.3815 |          0.0010 |
|      80 |        3600 |       00:17:58 |       87.19% |       0.3687 |          0.0010 |
|      82 |        3650 |       00:18:13 |       86.22% |       0.3885 |          0.0010 |
|      83 |        3700 |       00:18:27 |       84.27% |       0.4340 |          0.0010 |
|      84 |        3750 |       00:18:42 |       86.06% |       0.3916 |          0.0010 |
|      85 |        3800 |       00:18:57 |       86.33% |       0.3876 |          0.0010 |
|      86 |        3850 |       00:19:12 |       87.29% |       0.3620 |          0.0010 |
|      87 |        3900 |       00:19:27 |       87.29% |       0.3573 |          0.0010 |
|      88 |        3950 |       00:19:42 |       86.62% |       0.3841 |          0.0010 |
|      89 |        4000 |       00:19:58 |       87.32% |       0.3655 |          0.0010 |
|      90 |        4050 |       00:20:14 |       87.91% |       0.3498 |          0.0010 |
|      92 |        4100 |       00:20:30 |       86.95% |       0.3708 |          0.0010 |
|      93 |        4150 |       00:20:46 |       85.43% |       0.4098 |          0.0010 |
|      94 |        4200 |       00:21:02 |       86.86% |       0.3739 |          0.0010 |
|      95 |        4250 |       00:21:18 |       86.95% |       0.3712 |          0.0010 |
|      96 |        4300 |       00:21:34 |       88.03% |       0.3445 |          0.0010 |
|      97 |        4350 |       00:21:50 |       88.10% |       0.3394 |          0.0010 |
|      98 |        4400 |       00:22:06 |       87.56% |       0.3648 |          0.0010 |
|      99 |        4450 |       00:22:22 |       88.09% |       0.3482 |          0.0010 |
|     100 |        4500 |       00:22:38 |       88.70% |       0.3314 |          0.0010 |
|========================================================================================|
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_5B
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       19.57% |       4.8662 |          0.0010 |
|       2 |          50 |       00:00:15 |       48.64% |       1.2107 |          0.0010 |
|       3 |         100 |       00:00:31 |       56.05% |       1.0416 |          0.0010 |
|       4 |         150 |       00:00:47 |       65.04% |       0.8934 |          0.0010 |
|       5 |         200 |       00:01:02 |       65.53% |       0.8328 |          0.0010 |
|       6 |         250 |       00:01:17 |       71.13% |       0.7493 |          0.0010 |
|       7 |         300 |       00:01:32 |       71.03% |       0.7364 |          0.0010 |
|       8 |         350 |       00:01:47 |       73.82% |       0.6765 |          0.0010 |
|       9 |         400 |       00:02:01 |       74.11% |       0.6490 |          0.0010 |
|      10 |         450 |       00:02:16 |       70.73% |       0.7144 |          0.0010 |
|      12 |         500 |       00:02:30 |       75.34% |       0.6357 |          0.0010 |
|      13 |         550 |       00:02:45 |       72.57% |       0.6678 |          0.0010 |
|      14 |         600 |       00:03:01 |       76.91% |       0.5865 |          0.0010 |
|      15 |         650 |       00:03:17 |       75.71% |       0.5922 |          0.0010 |
|      16 |         700 |       00:03:33 |       78.61% |       0.5477 |          0.0010 |
|      17 |         750 |       00:03:49 |       78.34% |       0.5513 |          0.0010 |
|      18 |         800 |       00:04:05 |       80.18% |       0.5187 |          0.0010 |
|      19 |         850 |       00:04:21 |       80.55% |       0.5024 |          0.0010 |
|      20 |         900 |       00:04:37 |       77.72% |       0.5713 |          0.0010 |
|      22 |         950 |       00:04:53 |       81.05% |       0.5031 |          0.0010 |
|      23 |        1000 |       00:05:09 |       78.61% |       0.5410 |          0.0010 |
|      24 |        1050 |       00:05:25 |       81.74% |       0.4769 |          0.0010 |
|      25 |        1100 |       00:05:41 |       80.90% |       0.4788 |          0.0010 |
|      26 |        1150 |       00:05:57 |       82.53% |       0.4615 |          0.0010 |
|      27 |        1200 |       00:06:13 |       81.44% |       0.4782 |          0.0010 |
|      28 |        1250 |       00:06:30 |       84.53% |       0.4099 |          0.0010 |
|      29 |        1300 |       00:06:46 |       82.62% |       0.4479 |          0.0010 |
|      30 |        1350 |       00:07:01 |       81.03% |       0.4939 |          0.0010 |
|      32 |        1400 |       00:07:17 |       84.54% |       0.4103 |          0.0010 |
|      33 |        1450 |       00:07:33 |       81.90% |       0.4560 |          0.0010 |
|      34 |        1500 |       00:07:48 |       84.29% |       0.4155 |          0.0010 |
|      35 |        1550 |       00:08:02 |       84.03% |       0.4124 |          0.0010 |
|      36 |        1600 |       00:08:17 |       85.15% |       0.3965 |          0.0010 |
|      37 |        1650 |       00:08:31 |       83.54% |       0.4221 |          0.0010 |
|      38 |        1700 |       00:08:46 |       85.66% |       0.3699 |          0.0010 |
|      39 |        1750 |       00:09:00 |       85.48% |       0.3777 |          0.0010 |
|      40 |        1800 |       00:09:15 |       82.97% |       0.4426 |          0.0010 |
|      42 |        1850 |       00:09:30 |       85.95% |       0.3665 |          0.0010 |
|      43 |        1900 |       00:09:44 |       83.23% |       0.4259 |          0.0010 |
|      44 |        1950 |       00:09:59 |       86.07% |       0.3665 |          0.0010 |
|      45 |        2000 |       00:10:13 |       85.60% |       0.3765 |          0.0010 |
|      46 |        2050 |       00:10:28 |       87.02% |       0.3519 |          0.0010 |
|      47 |        2100 |       00:10:42 |       85.93% |       0.3618 |          0.0010 |
|      48 |        2150 |       00:10:57 |       87.30% |       0.3341 |          0.0010 |
|      49 |        2200 |       00:11:12 |       87.30% |       0.3354 |          0.0010 |
|      50 |        2250 |       00:11:26 |       84.80% |       0.3989 |          0.0010 |
|      52 |        2300 |       00:11:41 |       88.18% |       0.3162 |          0.0010 |
|      53 |        2350 |       00:11:55 |       86.06% |       0.3590 |          0.0010 |
|      54 |        2400 |       00:12:10 |       87.89% |       0.3210 |          0.0010 |
|      55 |        2450 |       00:12:24 |       86.96% |       0.3400 |          0.0010 |
|      56 |        2500 |       00:12:39 |       88.58% |       0.3095 |          0.0010 |
|      57 |        2550 |       00:12:54 |       87.79% |       0.3199 |          0.0010 |
|      58 |        2600 |       00:13:09 |       88.89% |       0.2978 |          0.0010 |
|      59 |        2650 |       00:13:23 |       88.87% |       0.2974 |          0.0010 |
|      60 |        2700 |       00:13:38 |       86.15% |       0.3664 |          0.0010 |
|      62 |        2750 |       00:13:53 |       89.43% |       0.2858 |          0.0010 |
|      63 |        2800 |       00:14:08 |       87.75% |       0.3217 |          0.0010 |
|      64 |        2850 |       00:14:22 |       89.58% |       0.2834 |          0.0010 |
|      65 |        2900 |       00:14:37 |       89.10% |       0.2929 |          0.0010 |
|      66 |        2950 |       00:14:52 |       90.23% |       0.2736 |          0.0010 |
|      67 |        3000 |       00:15:07 |       89.10% |       0.2906 |          0.0010 |
|      68 |        3050 |       00:15:21 |       90.16% |       0.2714 |          0.0010 |
|      69 |        3100 |       00:15:36 |       90.24% |       0.2667 |          0.0010 |
|      70 |        3150 |       00:15:51 |       87.56% |       0.3301 |          0.0010 |
|      72 |        3200 |       00:16:06 |       90.31% |       0.2662 |          0.0010 |
|      73 |        3250 |       00:16:20 |       88.90% |       0.2947 |          0.0010 |
|      74 |        3300 |       00:16:35 |       90.74% |       0.2534 |          0.0010 |
|      75 |        3350 |       00:16:50 |       90.27% |       0.2648 |          0.0010 |
|      76 |        3400 |       00:17:04 |       91.17% |       0.2546 |          0.0010 |
|      77 |        3450 |       00:17:19 |       89.94% |       0.2685 |          0.0010 |
|      78 |        3500 |       00:17:34 |       91.80% |       0.2319 |          0.0010 |
|      79 |        3550 |       00:17:48 |       91.57% |       0.2363 |          0.0010 |
|      80 |        3600 |       00:18:03 |       89.04% |       0.2930 |          0.0010 |
|      82 |        3650 |       00:18:18 |       91.38% |       0.2376 |          0.0010 |
|      83 |        3700 |       00:18:33 |       89.96% |       0.2710 |          0.0010 |
|      84 |        3750 |       00:18:48 |       91.60% |       0.2322 |          0.0010 |
|      85 |        3800 |       00:19:03 |       91.54% |       0.2342 |          0.0010 |
|      86 |        3850 |       00:19:17 |       92.19% |       0.2284 |          0.0010 |
|      87 |        3900 |       00:19:32 |       91.52% |       0.2326 |          0.0010 |
|      88 |        3950 |       00:19:47 |       92.55% |       0.2074 |          0.0010 |
|      89 |        4000 |       00:20:01 |       92.52% |       0.2096 |          0.0010 |
|      90 |        4050 |       00:20:16 |       90.59% |       0.2597 |          0.0010 |
|      92 |        4100 |       00:20:32 |       92.36% |       0.2122 |          0.0010 |
|      93 |        4150 |       00:20:46 |       90.86% |       0.2426 |          0.0010 |
|      94 |        4200 |       00:21:01 |       92.26% |       0.2154 |          0.0010 |
|      95 |        4250 |       00:21:16 |       92.03% |       0.2188 |          0.0010 |
|      96 |        4300 |       00:21:31 |       92.95% |       0.2072 |          0.0010 |
|      97 |        4350 |       00:21:45 |       92.16% |       0.2171 |          0.0010 |
|      98 |        4400 |       00:22:00 |       93.29% |       0.1894 |          0.0010 |
|      99 |        4450 |       00:22:15 |       93.26% |       0.1915 |          0.0010 |
|     100 |        4500 |       00:22:29 |       91.49% |       0.2356 |          0.0010 |
|========================================================================================|
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_6B
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:01 |        5.80% |       9.3820 |          0.0010 |
|       1 |          50 |       00:00:16 |       11.01% |       2.6438 |          0.0010 |
|       1 |         100 |       00:00:33 |       15.95% |       2.5302 |          0.0010 |
|       1 |         150 |       00:00:49 |       19.99% |       2.3697 |          0.0010 |
|       1 |         200 |       00:01:05 |       28.65% |       2.1391 |          0.0010 |
|       1 |         250 |       00:01:22 |       27.93% |       2.1405 |          0.0010 |
|       1 |         300 |       00:01:38 |       30.68% |       2.0987 |          0.0010 |
|       1 |         350 |       00:01:54 |       34.90% |       1.9547 |          0.0010 |
|       1 |         400 |       00:02:10 |       31.74% |       1.9641 |          0.0010 |
|       1 |         450 |       00:02:26 |       35.32% |       1.9150 |          0.0010 |
|       1 |         500 |       00:02:42 |       39.00% |       1.8291 |          0.0010 |
|       1 |         550 |       00:02:59 |       37.09% |       1.8633 |          0.0010 |
|       2 |         600 |       00:03:15 |       42.73% |       1.7116 |          0.0010 |
|       2 |         650 |       00:03:31 |       45.01% |       1.6819 |          0.0010 |
|       2 |         700 |       00:03:47 |       43.98% |       1.6828 |          0.0010 |
|       2 |         750 |       00:04:03 |       46.60% |       1.6352 |          0.0010 |
|       2 |         800 |       00:04:20 |       44.72% |       1.6430 |          0.0010 |
|       2 |         850 |       00:04:36 |       49.26% |       1.5540 |          0.0010 |
|       2 |         900 |       00:04:52 |       50.51% |       1.4970 |          0.0010 |
|       2 |         950 |       00:05:08 |       43.05% |       1.6410 |          0.0010 |
|       2 |        1000 |       00:05:24 |       49.44% |       1.5145 |          0.0010 |
|       2 |        1050 |       00:05:40 |       49.24% |       1.4971 |          0.0010 |
|       2 |        1100 |       00:05:56 |       48.47% |       1.5309 |          0.0010 |
|       3 |        1150 |       00:06:13 |       51.05% |       1.4692 |          0.0010 |
|       3 |        1200 |       00:06:29 |       49.92% |       1.4979 |          0.0010 |
|       3 |        1250 |       00:06:45 |       48.68% |       1.5403 |          0.0010 |
|       3 |        1300 |       00:07:01 |       49.98% |       1.5030 |          0.0010 |
|       3 |        1350 |       00:07:17 |       51.00% |       1.4465 |          0.0010 |
|       3 |        1400 |       00:07:33 |       46.45% |       1.5792 |          0.0010 |
|       3 |        1450 |       00:07:50 |       54.88% |       1.3456 |          0.0010 |
|       3 |        1500 |       00:08:06 |       49.33% |       1.4969 |          0.0010 |
|       3 |        1550 |       00:08:22 |       55.33% |       1.3790 |          0.0010 |
|       3 |        1600 |       00:08:39 |       55.85% |       1.3393 |          0.0010 |
|       3 |        1650 |       00:08:55 |       52.56% |       1.3936 |          0.0010 |
|       4 |        1700 |       00:09:11 |       52.18% |       1.3963 |          0.0010 |
|       4 |        1750 |       00:09:27 |       53.52% |       1.4227 |          0.0010 |
|       4 |        1800 |       00:09:44 |       55.88% |       1.3088 |          0.0010 |
|       4 |        1850 |       00:10:00 |       52.83% |       1.4227 |          0.0010 |
|       4 |        1900 |       00:10:16 |       54.35% |       1.3390 |          0.0010 |
|       4 |        1950 |       00:10:32 |       57.44% |       1.2683 |          0.0010 |
|       4 |        2000 |       00:10:48 |       54.64% |       1.3386 |          0.0010 |
|       4 |        2050 |       00:11:04 |       54.00% |       1.3481 |          0.0010 |
|       4 |        2100 |       00:11:21 |       51.42% |       1.4325 |          0.0010 |
|       4 |        2150 |       00:11:37 |       56.50% |       1.3173 |          0.0010 |
|       4 |        2200 |       00:11:53 |       57.28% |       1.2859 |          0.0010 |
|       5 |        2250 |       00:12:09 |       57.40% |       1.2561 |          0.0010 |
|       5 |        2300 |       00:12:25 |       58.06% |       1.2562 |          0.0010 |
|       5 |        2350 |       00:12:42 |       56.93% |       1.2788 |          0.0010 |
|       5 |        2400 |       00:12:58 |       53.83% |       1.3621 |          0.0010 |
|       5 |        2450 |       00:13:14 |       58.48% |       1.2392 |          0.0010 |
|       5 |        2500 |       00:13:30 |       60.21% |       1.2113 |          0.0010 |
|       5 |        2550 |       00:13:46 |       55.56% |       1.2863 |          0.0010 |
|       5 |        2600 |       00:14:03 |       57.21% |       1.2739 |          0.0010 |
|       5 |        2650 |       00:14:19 |       59.42% |       1.2344 |          0.0010 |
|       5 |        2700 |       00:14:35 |       61.80% |       1.1682 |          0.0010 |
|       5 |        2750 |       00:14:51 |       55.29% |       1.2656 |          0.0010 |
|       6 |        2800 |       00:15:08 |       61.15% |       1.1744 |          0.0010 |
|       6 |        2850 |       00:15:24 |       60.36% |       1.1716 |          0.0010 |
|       6 |        2900 |       00:15:40 |       59.76% |       1.2107 |          0.0010 |
|       6 |        2950 |       00:15:56 |       55.61% |       1.3288 |          0.0010 |
|       6 |        3000 |       00:16:13 |       58.46% |       1.2354 |          0.0010 |
|       6 |        3050 |       00:16:29 |       54.26% |       1.3570 |          0.0010 |
|       6 |        3100 |       00:16:45 |       62.42% |       1.0877 |          0.0010 |
|       6 |        3150 |       00:17:01 |       57.93% |       1.2587 |          0.0010 |
|       6 |        3200 |       00:17:17 |       59.36% |       1.1894 |          0.0010 |
|       6 |        3250 |       00:17:34 |       57.80% |       1.2520 |          0.0010 |
|       6 |        3300 |       00:17:50 |       60.15% |       1.2005 |          0.0010 |
|       7 |        3350 |       00:18:06 |       62.23% |       1.1177 |          0.0010 |
|       7 |        3400 |       00:18:22 |       57.19% |       1.2369 |          0.0010 |
|       7 |        3450 |       00:18:38 |       62.75% |       1.1004 |          0.0010 |
|       7 |        3500 |       00:18:55 |       58.67% |       1.2172 |          0.0010 |
|       7 |        3550 |       00:19:11 |       62.17% |       1.1202 |          0.0010 |
|       7 |        3600 |       00:19:27 |       61.25% |       1.1525 |          0.0010 |
|       7 |        3650 |       00:19:43 |       63.16% |       1.1353 |          0.0010 |
|       7 |        3700 |       00:20:00 |       62.75% |       1.1055 |          0.0010 |
|       7 |        3750 |       00:20:16 |       57.49% |       1.2267 |          0.0010 |
|       7 |        3800 |       00:20:32 |       62.01% |       1.1477 |          0.0010 |
|       7 |        3850 |       00:20:48 |       58.56% |       1.1962 |          0.0010 |
|       8 |        3900 |       00:21:04 |       58.75% |       1.2072 |          0.0010 |
|       8 |        3950 |       00:21:20 |       62.57% |       1.1299 |          0.0010 |
|       8 |        4000 |       00:21:36 |       58.88% |       1.2168 |          0.0010 |
|       8 |        4050 |       00:21:52 |       60.97% |       1.1264 |          0.0010 |
|       8 |        4100 |       00:22:09 |       62.05% |       1.1600 |          0.0010 |
|       8 |        4150 |       00:22:25 |       61.31% |       1.1433 |          0.0010 |
|       8 |        4200 |       00:22:41 |       65.18% |       1.0503 |          0.0010 |
|       8 |        4250 |       00:22:57 |       59.28% |       1.1914 |          0.0010 |
|       8 |        4300 |       00:23:13 |       60.43% |       1.1625 |          0.0010 |
|       8 |        4350 |       00:23:29 |       62.76% |       1.1065 |          0.0010 |
|       8 |        4400 |       00:23:46 |       62.94% |       1.1123 |          0.0010 |
|       9 |        4450 |       00:24:02 |       62.80% |       1.1024 |          0.0010 |
|       9 |        4500 |       00:24:18 |       65.28% |       1.0236 |          0.0010 |
|       9 |        4550 |       00:24:34 |       60.38% |       1.1592 |          0.0010 |
|       9 |        4600 |       00:24:51 |       60.45% |       1.1353 |          0.0010 |
|       9 |        4650 |       00:25:07 |       59.28% |       1.1976 |          0.0010 |
|       9 |        4700 |       00:25:23 |       60.64% |       1.1427 |          0.0010 |
|       9 |        4750 |       00:25:39 |       60.91% |       1.1744 |          0.0010 |
|       9 |        4800 |       00:25:55 |       59.86% |       1.1771 |          0.0010 |
|       9 |        4850 |       00:26:12 |       61.42% |       1.1500 |          0.0010 |
|       9 |        4900 |       00:26:28 |       64.09% |       1.0745 |          0.0010 |
|       9 |        4950 |       00:26:44 |       63.77% |       1.0699 |          0.0010 |
|      10 |        5000 |       00:27:00 |       61.41% |       1.1122 |          0.0010 |
|      10 |        5050 |       00:27:17 |       60.97% |       1.1254 |          0.0010 |
|      10 |        5100 |       00:27:33 |       61.15% |       1.1569 |          0.0010 |
|      10 |        5150 |       00:27:50 |       64.78% |       1.0593 |          0.0010 |
|      10 |        5200 |       00:28:06 |       62.52% |       1.0800 |          0.0010 |
|      10 |        5250 |       00:28:22 |       59.38% |       1.1935 |          0.0010 |
|      10 |        5300 |       00:28:38 |       60.11% |       1.1370 |          0.0010 |
|      10 |        5350 |       00:28:55 |       62.01% |       1.1345 |          0.0010 |
|      10 |        5400 |       00:29:11 |       63.96% |       1.0672 |          0.0010 |
|      10 |        5450 |       00:29:27 |       61.28% |       1.1588 |          0.0010 |
|      10 |        5500 |       00:29:43 |       63.63% |       1.0893 |          0.0010 |
|      11 |        5550 |       00:30:00 |       61.92% |       1.1038 |          0.0010 |
|      11 |        5600 |       00:30:16 |       65.95% |       1.0586 |          0.0010 |
|      11 |        5650 |       00:30:32 |       62.95% |       1.0959 |          0.0010 |
|      11 |        5700 |       00:30:48 |       62.90% |       1.1156 |          0.0010 |
|      11 |        5750 |       00:31:04 |       65.81% |       0.9996 |          0.0010 |
|      11 |        5800 |       00:31:21 |       62.87% |       1.0652 |          0.0010 |
|      11 |        5850 |       00:31:37 |       60.96% |       1.1868 |          0.0010 |
|      11 |        5900 |       00:31:53 |       66.54% |       1.0027 |          0.0010 |
|      11 |        5950 |       00:32:09 |       61.45% |       1.1248 |          0.0010 |
|      11 |        6000 |       00:32:25 |       63.22% |       1.1260 |          0.0010 |
|      11 |        6050 |       00:32:41 |       65.55% |       1.0236 |          0.0010 |
|      12 |        6100 |       00:32:58 |       66.03% |       1.0370 |          0.0010 |
|      12 |        6150 |       00:33:14 |       64.47% |       1.0315 |          0.0010 |
|      12 |        6200 |       00:33:30 |       66.20% |       1.0110 |          0.0010 |
|      12 |        6250 |       00:33:47 |       68.26% |       0.9610 |          0.0010 |
|      12 |        6300 |       00:34:03 |       64.65% |       1.0611 |          0.0010 |
|      12 |        6350 |       00:34:19 |       66.26% |       1.0067 |          0.0010 |
|      12 |        6400 |       00:34:35 |       65.90% |       1.0153 |          0.0010 |
|      12 |        6450 |       00:34:52 |       60.33% |       1.1315 |          0.0010 |
|      12 |        6500 |       00:35:08 |       69.41% |       0.9312 |          0.0010 |
|      12 |        6550 |       00:35:24 |       69.12% |       0.9435 |          0.0010 |
|      12 |        6600 |       00:35:40 |       63.98% |       1.0622 |          0.0010 |
|      13 |        6650 |       00:35:56 |       67.43% |       1.0024 |          0.0010 |
|      13 |        6700 |       00:36:13 |       63.30% |       1.0702 |          0.0010 |
|      13 |        6750 |       00:36:29 |       65.96% |       0.9865 |          0.0010 |
|      13 |        6800 |       00:36:45 |       67.38% |       0.9608 |          0.0010 |
|      13 |        6850 |       00:37:01 |       63.48% |       1.0576 |          0.0010 |
|      13 |        6900 |       00:37:18 |       67.74% |       0.9906 |          0.0010 |
|      13 |        6950 |       00:37:34 |       67.02% |       0.9564 |          0.0010 |
|      13 |        7000 |       00:37:50 |       63.70% |       1.0477 |          0.0010 |
|      13 |        7050 |       00:38:06 |       61.33% |       1.1183 |          0.0010 |
|      13 |        7100 |       00:38:23 |       59.62% |       1.1516 |          0.0010 |
|      13 |        7150 |       00:38:39 |       66.41% |       0.9918 |          0.0010 |
|      14 |        7200 |       00:38:55 |       65.43% |       1.0424 |          0.0010 |
|      14 |        7250 |       00:39:12 |       66.23% |       0.9871 |          0.0010 |
|      14 |        7300 |       00:39:28 |       63.28% |       1.0828 |          0.0010 |
|      14 |        7350 |       00:39:45 |       65.06% |       0.9778 |          0.0010 |
|      14 |        7400 |       00:40:01 |       63.93% |       1.0738 |          0.0010 |
|      14 |        7450 |       00:40:17 |       65.08% |       1.0465 |          0.0010 |
|      14 |        7500 |       00:40:33 |       66.09% |       1.0364 |          0.0010 |
|      14 |        7550 |       00:40:50 |       62.45% |       1.0570 |          0.0010 |
|      14 |        7600 |       00:41:06 |       67.66% |       0.9677 |          0.0010 |
|      14 |        7650 |       00:41:22 |       64.05% |       1.0479 |          0.0010 |
|      14 |        7700 |       00:41:39 |       64.82% |       1.0347 |          0.0010 |
|      15 |        7750 |       00:41:55 |       67.39% |       0.9622 |          0.0010 |
|      15 |        7800 |       00:42:11 |       67.47% |       0.9804 |          0.0010 |
|      15 |        7850 |       00:42:27 |       66.60% |       0.9812 |          0.0010 |
|      15 |        7900 |       00:42:44 |       68.21% |       0.9386 |          0.0010 |
|      15 |        7950 |       00:43:00 |       62.80% |       1.0787 |          0.0010 |
|      15 |        8000 |       00:43:16 |       64.55% |       1.0140 |          0.0010 |
|      15 |        8050 |       00:43:33 |       66.76% |       0.9846 |          0.0010 |
|      15 |        8100 |       00:43:49 |       68.07% |       0.9409 |          0.0010 |
|      15 |        8150 |       00:44:06 |       67.02% |       0.9761 |          0.0010 |
|      15 |        8200 |       00:44:22 |       68.11% |       0.9633 |          0.0010 |
|      15 |        8250 |       00:44:38 |       70.06% |       0.9076 |          0.0010 |
|      16 |        8300 |       00:44:55 |       67.81% |       0.9388 |          0.0010 |
|      16 |        8350 |       00:45:11 |       63.41% |       1.0446 |          0.0010 |
|      16 |        8400 |       00:45:28 |       69.47% |       0.9093 |          0.0010 |
|      16 |        8450 |       00:45:44 |       62.36% |       1.0732 |          0.0010 |
|      16 |        8500 |       00:46:01 |       70.06% |       0.9186 |          0.0010 |
|      16 |        8550 |       00:46:17 |       64.63% |       1.0052 |          0.0010 |
|      16 |        8600 |       00:46:34 |       62.89% |       1.0610 |          0.0010 |
|      16 |        8650 |       00:46:51 |       65.67% |       1.0236 |          0.0010 |
|      16 |        8700 |       00:47:07 |       64.95% |       1.0204 |          0.0010 |
|      16 |        8750 |       00:47:24 |       69.29% |       0.9527 |          0.0010 |
|      16 |        8800 |       00:47:40 |       68.10% |       0.9718 |          0.0010 |
|      17 |        8850 |       00:47:57 |       68.34% |       0.9579 |          0.0010 |
|      17 |        8900 |       00:48:14 |       65.11% |       1.0110 |          0.0010 |
|      17 |        8950 |       00:48:31 |       69.33% |       0.9298 |          0.0010 |
|      17 |        9000 |       00:48:48 |       68.46% |       0.9385 |          0.0010 |
|      17 |        9050 |       00:49:05 |       68.99% |       0.9228 |          0.0010 |
|      17 |        9100 |       00:49:22 |       67.22% |       0.9727 |          0.0010 |
|      17 |        9150 |       00:49:39 |       68.04% |       0.9498 |          0.0010 |
|      17 |        9200 |       00:49:56 |       68.08% |       0.9284 |          0.0010 |
|      17 |        9250 |       00:50:13 |       66.11% |       1.0068 |          0.0010 |
|      17 |        9300 |       00:50:30 |       64.43% |       1.0286 |          0.0010 |
|      17 |        9350 |       00:50:47 |       68.68% |       0.9268 |          0.0010 |
|      18 |        9400 |       00:51:04 |       67.63% |       0.9718 |          0.0010 |
|      18 |        9450 |       00:51:22 |       65.85% |       0.9958 |          0.0010 |
|      18 |        9500 |       00:51:39 |       66.73% |       0.9778 |          0.0010 |
|      18 |        9550 |       00:51:57 |       65.95% |       0.9645 |          0.0010 |
|      18 |        9600 |       00:52:15 |       68.95% |       0.9094 |          0.0010 |
|      18 |        9650 |       00:52:32 |       68.04% |       0.9484 |          0.0010 |
|      18 |        9700 |       00:52:50 |       67.58% |       0.9560 |          0.0010 |
|      18 |        9750 |       00:53:10 |       68.98% |       0.9558 |          0.0010 |
|      18 |        9800 |       00:53:29 |       69.20% |       0.9271 |          0.0010 |
|      18 |        9850 |       00:53:48 |       65.46% |       0.9763 |          0.0010 |
|      18 |        9900 |       00:54:07 |       68.02% |       0.9401 |          0.0010 |
|      19 |        9950 |       00:54:25 |       69.78% |       0.8960 |          0.0010 |
|      19 |       10000 |       00:54:44 |       66.38% |       0.9691 |          0.0010 |
|      19 |       10050 |       00:55:03 |       72.15% |       0.8381 |          0.0010 |
|      19 |       10100 |       00:55:22 |       68.17% |       0.9411 |          0.0010 |
|      19 |       10150 |       00:55:42 |       69.72% |       0.8887 |          0.0010 |
|      19 |       10200 |       00:56:03 |       67.29% |       0.9604 |          0.0010 |
|      19 |       10250 |       00:56:23 |       70.83% |       0.8452 |          0.0010 |
|      19 |       10300 |       00:56:44 |       67.17% |       0.9900 |          0.0010 |
|      19 |       10350 |       00:57:05 |       66.24% |       0.9958 |          0.0010 |
|      19 |       10400 |       00:57:24 |       70.19% |       0.8791 |          0.0010 |
|      19 |       10450 |       00:57:43 |       69.30% |       0.9169 |          0.0010 |
|      20 |       10500 |       00:58:03 |       66.97% |       0.9583 |          0.0010 |
|      20 |       10550 |       00:58:23 |       69.77% |       0.8815 |          0.0010 |
|      20 |       10600 |       00:58:43 |       70.32% |       0.8806 |          0.0010 |
|      20 |       10650 |       00:59:03 |       68.78% |       0.9143 |          0.0010 |
|      20 |       10700 |       00:59:24 |       71.34% |       0.8625 |          0.0010 |
|      20 |       10750 |       00:59:45 |       68.13% |       0.9319 |          0.0010 |
|      20 |       10800 |       01:00:06 |       68.20% |       0.9344 |          0.0010 |
|      20 |       10850 |       01:00:27 |       69.28% |       0.9126 |          0.0010 |
|      20 |       10900 |       01:00:49 |       69.36% |       0.9046 |          0.0010 |
|      20 |       10950 |       01:01:10 |       66.49% |       0.9546 |          0.0010 |
|      20 |       11000 |       01:01:35 |       66.48% |       0.9811 |          0.0010 |
|      21 |       11050 |       01:01:59 |       65.85% |       0.9880 |          0.0010 |
|      21 |       11100 |       01:02:24 |       71.07% |       0.8627 |          0.0010 |
|      21 |       11150 |       01:02:48 |       67.37% |       0.9524 |          0.0010 |
|      21 |       11200 |       01:03:13 |       71.73% |       0.8435 |          0.0010 |
|      21 |       11250 |       01:03:40 |       71.17% |       0.8928 |          0.0010 |
|      21 |       11300 |       01:04:05 |       69.70% |       0.8890 |          0.0010 |
|      21 |       11350 |       01:04:29 |       66.01% |       1.0048 |          0.0010 |
|      21 |       11400 |       01:04:53 |       69.59% |       0.8816 |          0.0010 |
|      21 |       11450 |       01:05:18 |       72.54% |       0.8211 |          0.0010 |
